Temperature,pH,DO,BOD,COD,SS,EC,TN,NO3N,NH3N,TP,PO4P,Chla,TOC
3.0,7.6,15.6,1.0,4.4,2.1,237,4.146,0,0,0.042,0,0,1.4
4.7,7.3,13.0,1.5,3.4,2.0,233,4.621,0,0,0.082,0,0,1.6
7.4,7.6,16.1,1.2,3.5,1.8,227,3.313,0,0,0.058,0,0,1.9
5.7,7.5,14.9,2.2,5.9,5.4,223,3.780,0,0,0.149,0,0,4.7
8.3,7.0,14.1,1.5,4.2,4.5,229,3.424,0,0,0.053,0,0,2.2
11.2,7.1,12.7,2.4,5.1,4.4,236,3.175,0,0,0.064,0,0,2.5
11.7,7.3,12.6,1.6,5.3,6.6,223,3.021,0,0,0.082,0,0,3.0
11.5,7.5,15.6,1.7,4.9,2.8,227,3.063,0,0,0.064,0,0,2.8
11.6,7.0,12.5,1.6,5.1,6.1,230,2.899,0,0,0.106,0,0,2.8
13.1,7.3,11.1,2.4,5.8,6.6,191,2.865,0,0,0.114,0,0,3.5
14.0,7.7,13.1,1.8,5.2,7.8,201,2.258,0,0,0.084,0,0,3.0
19.4,6.7,9.6,2.4,6.0,12.0,227,2.694,0,0,0.180,0,0,3.1
18.5,7.0,10.2,2.4,6.3,7.0,197,2.159,0,0,0.130,0,0,3.6
16.1,7.3,9.0,1.4,11.1,25.6,166,3.879,0,0,0.403,0,0,6.6
17.9,6.7,11.0,1.8,5.4,9.5,144,1.454,0,0,0.079,0,0,3.6
18.8,7.0,10.4,1.9,6.3,8.4,149,2.049,0,0,0.136,0,0,4.4
22.0,7.3,8.5,1.8,6.2,8.0,143,1.593,0,0,0.127,0,0,4.3
23.1,6.9,8.8,2.6,7.3,14.1,201,2.670,0,0,0.176,0,0,5.3
21.9,6.4,10.2,1.0,5.3,9.1,150,1.697,0,0,0.095,0,0,3.8
22.5,7.0,8.8,3.5,9.5,24.1,199,2.825,0,0,0.238,0,0,5.7
22.7,7.1,9.3,1.0,5.6,9.4,149,1.653,0,0,0.083,0,0,3.8
27.3,7.1,8.2,0.6,4.7,9.3,200,3.020,0,0,0.111,0,0,3.2
24.5,6.7,9.1,2.2,8.3,73.6,103,2.281,0,0,0.341,0,0,5.9
24.5,6.7,9.1,2.2,8.3,73.6,103,2.281,0,0,0.341,0,0,5.9
20.5,7.4,9.2,3.9,9.2,48.4,135,4.339,0,0,0.481,0,0,7.0
20.7,7.2,10.0,1.0,3.5,5.5,175,3.224,0,0,0.088,0,0,2.4
18.8,7.3,9.9,0.6,3.2,5.4,205,3.427,0,0,0.066,0,0,2.4
20.1,7.3,9.9,2.1,4.7,4.9,199,2.999,0,0,0.067,0,0,3.0
16.9,7.2,10.1,1.2,3.6,2.0,239,4.158,0,0,0.087,0,0,2.4
18.4,7.8,11.7,1.0,3.4,2.6,239,4.190,0,0,0.084,0,0,2.2
16.1,7.4,12.4,1.0,2.9,4.4,246,4.101,0,0,0.075,0,0,2.1
14.4,8.0,13.1,0.9,3.1,1.5,247,4.458,0,0,0.083,0,0,2.1
13.2,7.9,12.9,1.7,4.0,2.7,236,4.149,0,0,0.124,0,0,2.4
10.6,7.4,13.4,1.1,3.0,1.6,242,4.438,0,0,0.073,0,0,1.8
13.1,7.3,12.6,1.0,3.3,2.8,241,4.551,0,0,0.074,0,0,1.8
9.8,7.3,11.9,1.2,3.9,3.8,255,4.482,0,0,0.207,0,0,2.4
5.4,7.1,13.4,0.8,2.9,5.3,256,4.456,0,0,0.105,0,0,1.9
6.1,7.2,12.7,0.8,3.1,2.2,252,4.325,0,0,0.082,0,0,1.7
2.3,7.3,15.6,1.5,3.7,2.8,266,5.163,0,0,0.092,0,0,2.0
7.7,7.4,13.3,3.5,5.9,7.1,260,4.126,0,0,0.113,0,0,4.1
3.1,7.5,14.1,2.4,7.2,9.7,261,4.185,0,0,0.168,0,0,5.1
3.2,7.5,14.3,2.7,5.3,8.2,231,3.358,0,0,0.094,0,0,3.6
5.8,7.6,14.5,2.9,6.0,7.6,251,3.397,0,0,0.114,0,0,3.9
5.6,7.4,12.4,3.6,7.6,17.6,207,3.679,0,0,0.158,0,0,4.6
9.3,7.3,12.5,3.1,6.0,19.6,235,3.609,0,0,0.136,0,0,4.1
12.9,7.9,11.8,3.8,7.2,12.5,242,3.669,0,0,0.104,0,0,4.3
10.0,7.4,13.5,2.8,5.6,6.4,246,3.857,0,0,0.101,0,0,3.6
11.9,7.2,10.9,3.2,6.6,10.2,218,3.715,0,0,0.119,0,0,4.3
12.7,7.6,11.8,3.1,6.7,9.4,239,3.963,0,0,0.115,0,0,3.8
13.0,7.1,11.0,7.9,14.1,14.7,220,7.347,0,0,0.606,0,0,8.5
13.9,7.0,11.7,2.8,6.0,6.5,223,2.630,0,0,0.087,0,0,3.5
17.0,7.0,10.8,1.8,5.0,5.6,181,1.848,0,0,0.062,0,0,2.9
17.7,9.5,10.6,1.5,4.6,3.6,170,1.824,0,0,0.074,0,0,2.3
18.1,7.1,9.7,3.0,8.2,8.6,235,4.102,0,0,0.268,0,0,5.2
16.9,6.4,10.3,1.7,6.6,118.3,146,2.009,0,0,0.177,0,0,3.7
19.4,7.8,10.1,1.6,6.4,12.9,149,2.372,0,0,0.146,0,0,3.6
21.2,7.2,9.4,1.6,5.6,19.2,144,1.638,0,0,0.110,0,0,3.8
21.1,7.3,9.5,1.9,5.3,10.7,149,1.740,0,0,0.113,0,0,3.6
23.2,7.1,9.1,1.9,5.6,6.6,162,1.758,0,0,0.103,0,0,3.8
22.8,7.3,9.6,2.2,5.8,7.9,145,1.513,0,0,0.134,0,0,4.0
26.8,7.4,8.6,2.3,5.8,9.1,183,2.493,0,0,0.127,0,0,3.9
26.0,7.3,8.0,1.9,5.3,7.4,144,1.627,0,0,0.121,0,0,3.5
25.7,6.7,8.1,3.0,7.1,10.4,156,1.986,0,0,0.228,0,0,5.1
27.5,7.3,7.9,2.6,7.2,10.2,170,1.677,0,0,0.138,0,0,4.9
25.6,7.6,7.2,1.5,5.1,8.9,193,1.916,0,0,0.137,0,0,3.4
22.2,7.3,8.4,1.7,4.7,5.8,178,2.722,0,0,0.102,0,0,2.9
23.7,7.5,9.3,2.2,6.5,7.6,171,1.727,0,0,0.099,0,0,4.1
21.8,6.1,9.4,1.6,4.1,9.7,225,2.956,0,0,0.134,0,0,2.5
19.6,7.0,9.3,2.4,5.0,4.5,246,3.854,0,0,0.177,0,0,3.2
13.7,7.3,11.2,0.9,4.0,7.0,250,3.971,0,0,0.093,0,0,2.1
11.7,6.8,12.3,0.6,3.0,2.0,260,4.468,0,0,0.069,0,0,1.7
13.1,7.9,12.7,1.0,3.0,5.7,265,4.435,0,0,0.073,0,0,1.8
10.7,7.4,12.3,6.1,12.4,12.1,278,6.995,0,0,0.588,0,0,7.6
10.1,7.6,11.6,1.8,4.8,2.8,252,3.889,0,0,0.091,0,0,2.4
7.5,7.3,14.3,1.7,5.7,6.9,248,3.906,0,0,0.120,0,0,3.6
6.1,7.6,13.2,1.6,4.6,2.4,290,3.651,0,0,0.056,0,0,2.3
6.7,7.6,12.5,1.7,4.1,4.3,253,3.744,0,0,0.070,0,0,2.5
4.1,7.4,11.7,1.6,3.9,4.9,254,4.170,0,0,0.055,0,0,2.3
0.9,6.8,13.4,2.5,4.6,22.0,237,4.281,0,0,0.127,0,0,3.8
6.3,6.7,12.3,2.7,5.1,16.4,247,4.336,0,0,0.091,0,0,2.8
1.1,7.0,14.6,2.1,5.3,7.9,237,4.416,0,0,0.085,0,0,3.2
4.5,6.9,13.6,3.7,5.5,18.8,230,3.776,0,0,0.100,0,0,2.8
2.7,6.9,12.5,3.4,5.5,6.9,229,3.643,0,0,0.077,0,0,3.7
5.2,6.5,12.9,3.2,6.0,5.2,259,3.795,0,0,0.074,0,0,3.4
5.3,6.8,13.9,3.1,5.8,6.0,247,3.399,0,0,0.073,0,0,3.9
9.4,6.5,12.7,3.1,7.7,15.2,260,3.252,0,0,0.129,0,0,5.0
8.2,7.6,13.9,4.3,6.5,11.9,240,3.430,0,0,0.099,0,0,4.6
10.0,6.4,13.7,3.2,6.5,12.7,223,3.365,0,0,0.097,0,0,4.0
11.0,6.6,15.8,3.0,6.0,23.9,237,3.039,0,0,0.134,0,0,3.4
18.6,7.6,13.0,3.2,6.8,9.2,234,2.510,0,0,0.083,0,0,3.8
14.3,6.7,11.3,2.2,5.4,3.7,248,2.309,0,0,0.073,0,0,3.6
16.3,6.4,9.5,3.5,10.9,11.3,228,3.530,0,0,0.250,0,0,5.9
15.1,6.4,10.6,2.1,5.8,8.1,202,1.893,0,0,0.099,0,0,3.9
17.3,6.6,10.3,3.1,7.5,6.3,223,2.071,0,0,0.193,0,0,4.8
17.2,6.5,11.2,3.4,8.1,17.5,211,2.250,0,0,0.195,0,0,5.0
17.3,6.4,11.4,4.5,8.2,15.3,168,1.754,0,0,0.214,0,0,5.7
17.6,7.3,8.9,2.0,6.7,11.0,149,2.012,0,0,0.143,0,0,4.0
19.3,7.3,8.0,5.2,13.8,20.8,378,4.898,0,0,0.496,0,0,7.8
20.9,7.1,7.2,2.4,7.6,8.4,216,2.155,0,0,0.137,0,0,5.0
23.5,7.3,8.0,1.4,6.9,14.6,158,1.345,0,0,0.125,0,0,4.4
25.3,7.3,6.9,2.9,8.4,38.8,264,2.744,0,0,0.258,0,0,5.7
25.8,7.2,7.8,3.9,7.9,26.5,154,1.296,0,0,0.206,0,0,4.8
28.5,7.2,6.7,3.0,8.3,12.6,235,2.418,0,0,0.229,0,0,5.7
27.3,7.0,7.3,2.2,9.6,9.7,278,4.170,0,0,0.406,0,0,6.3
27.3,7.2,7.8,1.5,5.9,11.4,151,1.106,0,0,0.145,0,0,4.0
26.2,7.3,7.7,2.2,6.9,22.1,158,1.190,0,0,0.190,0,0,4.5
23.2,7.4,7.9,1.6,5.5,9.1,166,1.165,0,0,0.127,0,0,3.7
24.9,7.6,9.5,1.6,5.4,5.8,240,2.401,0,0,0.144,0,0,3.6
22.2,7.5,8.8,2.4,7.0,10.6,162,1.287,0,0,0.177,0,0,4.9
22.0,7.6,9.3,3.3,9.1,15.1,197,1.280,0,0,0.129,0,0,6.1
15.6,7.4,11.0,1.4,4.6,3.9,285,3.984,0,0,0.133,0,0,3.1
13.2,7.5,11.3,1.1,3.9,5.1,274,2.921,0,0,0.109,0,0,2.3
12.0,7.1,11.8,0.8,3.4,3.0,179,3.535,0,0,0.092,0,0,2.1
10.3,7.3,12.4,1.2,3.4,7.8,287,3.708,0,0,0.074,0,0,2.2
10.9,7.5,11.7,1.7,3.9,4.3,282,3.822,0,0,0.084,0,0,2.1
3.0,7.3,14.6,1.7,3.9,9.1,320,4.833,0,0,0.100,0,0,2.2
5.0,7.5,14.6,1.5,3.3,1.9,300,4.645,0,0,0.076,0,0,1.9
1.6,7.1,14.4,1.3,4.7,5.0,302,4.996,0,0,0.117,0,0,2.9
1.4,7.2,14.6,2.0,5.3,8.3,359,6.533,0,0,0.122,0,0,3.0
3.5,7.3,14.2,2.3,5.6,16.8,291,7.401,0,0,0.115,0,0,2.5
5.4,7.4,13.7,2.0,5.0,16.7,295,4.649,0,0,0.088,0,0,3.2
2.3,7.3,14.8,1.7,4.4,6.2,290,4.904,0,0,0.074,0,0,2.6
5.8,7.4,13.9,2.1,4.6,7.2,291,4.947,0,0,0.077,0,0,2.6
8.8,7.4,12.7,1.9,5.4,6.2,317,4.625,0,0,0.067,0,0,2.9
8.2,7.2,12.6,5.0,9.6,10.7,292,4.363,0,0,0.158,0,0,5.6
13.3,7.2,11.2,2.5,6.1,4.6,307,4.300,0,0,0.095,0,0,3.2
15.3,7.7,12.9,2.1,5.9,2.7,294,2.902,0,0,0.086,0,0,3.2
14.7,7.2,10.8,1.8,5.3,3.2,268,3.644,0,0,0.099,0,0,3.2
15.3,7.2,8.8,1.3,5.0,4.5,278,2.918,0,0,0.095,0,0,2.8
13.7,7.5,12.9,1.5,4.8,2.0,285,2.917,0,0,0.089,0,0,2.8
16.3,7.1,10.0,2.5,6.1,3.6,234,3.919,0,0,0.167,0,0,3.9
21.5,7.6,11.3,2.9,7.0,3.3,234,2.096,0,0,0.162,0,0,4.3
19.8,7.7,10.6,3.9,7.6,9.8,200,2.110,0,0,0.173,0,0,4.2
21.0,7.0,8.2,2.8,7.0,14.0,171,2.286,0,0,0.197,0,0,3.8
21.3,7.3,9.0,3.4,7.4,9.9,171,1.786,0,0,0.159,0,0,3.9
21.9,7.1,8.3,2.5,7.6,9.4,172,1.726,0,0,0.199,0,0,5.0
25.2,6.8,7.1,2.7,8.5,6.5,212,2.017,0,0,0.267,0,0,5.8
23.1,6.6,8.1,4.5,8.6,32.0,140,2.693,0,0,0.341,0,0,5.7
24.8,7.4,8.1,3.3,4.8,14.2,203,3.980,0,0,0.169,0,0,3.5
27.4,7.6,7.9,3.0,6.3,20.5,156,2.595,0,0,0.195,0,0,3.7
28.6,7.8,9.5,1.8,6.3,9.9,184,2.293,0,0,0.130,0,0,4.0
25.5,7.1,7.8,2.3,6.2,9.5,178,3.165,0,0,0.213,0,0,4.1
26.7,6.7,8.6,2.1,4.5,7.6,220,2.731,0,0,0.125,0,0,3.0
23.3,6.2,8.4,1.7,5.3,16.8,111,0.990,0,0,0.060,0,0,3.5
24.1,6.3,8.6,2.0,4.5,6.0,186,2.828,0,0,0.111,0,0,3.5
17.7,6.7,9.7,2.6,4.0,9.4,234,4.154,0,0,0.093,0,0,2.7
15.0,6.9,9.9,1.5,5.3,50.1,239,2.176,0,0,0.066,0,0,3.7
14.5,6.6,10.5,1.9,5.2,30.7,242,4.043,0,0,0.125,0,0,3.4
2.0,7.0,14.0,1.3,2.9,12.7,231,3.663,3.422,0.000,0.053,0.049,2.6,1.1
3.1,7.0,12.5,2.4,4.9,23.3,188,3.066,2.663,0.039,0.025,0.016,2.3,2.3
10.8,7.5,12.0,3.3,4.1,16.0,215,2.495,2.143,0.343,0.038,0.019,13.2,2.3
12.1,7.6,11.5,2.5,3.0,10.3,206,2.899,2.422,0.177,0.048,0.035,5.6,1.8
17.9,7.4,8.9,3.0,2.8,19.7,202,3.169,2.157,0.563,0.115,0.088,26.1,2.5
22.5,7.3,7.9,1.6,6.5,19.0,146,2.182,1.483,0.184,0.107,0.052,6.0,3.9
25.4,6.7,6.8,1.1,5.6,30.3,143,2.912,2.438,0.094,0.154,0.102,3.8,2.3
29.6,7.8,7.4,2.0,6.2,17.7,154,2.703,2.424,0.220,0.222,0.182,4.3,3.5
21.4,7.4,10.2,1.8,4.5,17.7,154,2.703,2.424,0.220,0.222,0.182,4.3,3.5
22.6,7.2,7.5,1.4,4.6,10.0,200,2.700,2.179,0.098,0.110,0.072,6.9,2.5
15.6,7.5,9.9,2.3,3.5,6.0,228,2.679,2.194,0.068,0.073,0.039,10.9,1.6
7.5,7.6,13.2,2.4,3.7,5.3,228,4.007,3.708,0.133,0.047,0.013,3.1,2.2
4.1,7.5,16.8,2.4,3.9,9.3,241,6.696,3.872,0.000,0.066,0.014,12.7,1.7
3.3,7.8,17.2,3.3,3.2,7.7,243,3.603,2.853,0.224,0.083,0.050,9.2,1.9
7.8,7.8,14.7,2.6,6.5,11.0,248,3.379,2.264,0.282,0.071,0.040,16.0,2.2
19.0,7.3,8.8,2.4,5.0,11.0,212,3.449,2.490,0.169,0.092,0.071,7.0,2.6
18.0,7.9,8.9,3.9,6.0,19.3,202,2.186,1.016,0.141,0.118,0.098,27.7,2.7
25.9,7.5,7.6,1.8,7.1,11.7,165,1.858,0.927,0.134,0.108,0.076,0.6,3.7
23.5,7.6,6.5,4.9,8.6,23.3,138,2.411,1.540,0.300,0.259,0.190,9.4,2.6
22.6,7.5,7.3,2.4,6.1,21.3,112,2.392,1.800,0.038,0.131,0.059,2.5,3.1
24.9,7.0,7.9,3.0,8.0,33.3,133,2.813,2.050,0.220,0.281,0.193,2.3,3.1
20.1,7.6,9.7,1.6,4.2,8.7,186,1.772,1.430,0.005,0.106,0.088,5.9,2.2
12.7,7.0,9.5,0.6,3.6,5.3,205,2.434,2.300,0.000,0.076,0.054,1.1,2.5
6.2,7.1,13.1,2.0,4.0,5.0,180,2.826,2.450,0.000,0.077,0.043,4.4,2.5
5.6,7.8,14.1,2.7,4.8,13.5,117,2.845,2.287,0.054,0.102,0.035,9.5,2.8
3.8,6.8,15.7,2.7,4.0,9.5,188,2.837,2.187,0.127,0.051,0.015,5.0,1.8
6.7,7.7,12.5,2.3,5.0,5.3,248,2.142,2.020,0.033,0.045,0.041,5.7,1.9
14.6,7.4,8.5,1.6,5.2,14.0,219,2.627,2.610,0.142,0.024,0.019,8.3,2.8
20.2,7.5,8.9,2.3,5.5,19.7,180,1.545,1.270,0.085,0.100,0.037,5.1,3.7
21.1,7.4,7.2,4.2,8.5,24.0,180,1.806,1.580,0.000,0.051,0.030,3.6,4.0
23.2,7.3,6.2,1.3,6.9,13.0,152,1.335,0.820,0.000,0.093,0.024,3.3,3.2
25.9,7.1,5.1,1.1,5.7,12.3,171,1.819,0.854,0.064,0.125,0.065,16.0,2.9
25.1,6.9,5.3,1.5,6.6,10.0,179,2.249,1.752,0.000,0.150,0.200,3.3,3.9
21.2,7.1,8.9,1.5,4.3,5.0,217,1.872,1.704,0.051,0.071,0.035,2.8,2.0
15.0,7.0,11.4,1.9,3.6,8.3,228,2.146,1.498,0.015,0.073,0.034,4.0,2.1
10.5,7.0,11.7,1.2,3.8,6.3,263,3.330,2.580,0.000,0.072,0.047,3.3,2.0
6.0,6.5,14.4,3.4,3.2,34.7,266,3.688,2.737,0.007,0.082,0.012,4.2,1.5
2.5,7.5,13.0,1.8,2.6,2.3,206,3.856,2.714,0.081,0.027,0.012,2.7,1.9
5.6,8.0,13.4,1.8,5.0,13.3,254,3.428,3.071,0.026,0.053,0.015,3.2,1.9
5.6,7.8,9.5,2.1,4.6,27.5,256,2.903,2.389,0.024,0.092,0.012,21.6,1.9
5.6,7.7,8.1,1.4,5.7,10.7,174,2.538,2.062,0.053,0.101,0.052,5.6,2.5
5.6,7.5,7.8,4.5,7.7,96.0,186,2.961,2.095,0.029,0.241,0.061,11.1,3.7
26.4,7.4,6.7,1.1,7.0,20.3,172,2.647,1.952,0.062,0.186,0.106,2.2,3.4
28.7,7.6,6.6,3.1,5.8,13.5,159,1.467,0.947,0.090,0.126,0.081,3.5,3.0
24.2,7.7,7.7,1.3,6.8,14.0,213,1.483,1.051,0.038,0.104,0.054,8.0,3.1
23.1,7.6,7.3,1.7,10.0,44.5,179,2.710,2.083,0.030,0.283,0.194,2.6,5.2
11.7,7.6,11.9,1.5,6.5,2.7,235,2.891,2.607,0.026,0.042,0.022,1.2,2.5
8.8,7.8,13.6,1.9,7.3,14.4,274,3.501,3.079,0.053,0.047,0.020,4.0,2.4
8.7,8.0,14.5,0.9,6.4,7.2,252,3.962,3.730,0.048,0.076,0.026,2.8,1.6
4.0,7.8,12.8,1.3,7.8,5.9,264,3.650,3.181,0.011,0.088,0.018,10.0,1.9
6.8,7.9,11.8,1.3,7.3,19.2,268,3.451,3.061,0.151,0.094,0.067,5.2,2.1
16.6,8.1,13.7,3.0,11.7,14.4,264,2.465,1.956,0.090,0.052,0.029,20.0,3.4
20.9,8.5,10.6,3.7,7.7,8.4,224,1.721,0.958,0.023,0.099,0.034,12.3,3.3
21.6,7.5,6.8,2.3,11.9,16.8,200,3.019,1.561,0.205,0.199,0.016,13.0,5.3
25.4,8.0,6.3,3.3,16.4,36.3,240,2.564,1.465,0.059,0.230,0.020,37.9,5.7
26.3,7.3,7.2,2.9,12.8,36.3,151,4.473,2.200,0.383,0.408,0.199,6.2,4.5
23.8,7.6,7.6,1.1,6.0,9.2,142,1.214,0.799,0.068,0.090,0.055,4.8,2.9
22.8,7.8,8.4,0.9,5.4,25.4,235,2.544,2.178,0.081,0.154,0.074,10.4,2.8
9.6,7.7,11.8,0.9,4.8,2.4,265,2.697,2.470,0.049,0.060,0.014,3.5,2.1
5.4,7.7,12.9,2.0,4.4,2.2,344,3.313,3.028,0.249,0.048,0.025,4.1,2.2
2.1,7.6,14.2,2.0,4.4,2.3,295,4.628,4.374,0.148,0.198,0.186,3.2,2.2
6.3,8.3,15.5,2.5,1.4,7.5,296,5.114,4.076,0.238,0.120,0.090,5.3,2.1
11.3,7.6,11.9,4.5,11.5,21.0,294,6.195,3.826,0.701,0.238,0.123,16.5,6.1
18.4,8.6,12.6,4.3,7.4,23.3,259,2.587,2.150,0.023,0.128,0.039,23.2,2.6
15.7,7.4,9.4,2.2,5.7,6.0,236,3.107,2.367,0.107,0.140,0.071,4.7,2.9
28.4,7.5,7.4,2.2,5.7,20.0,197,2.783,1.793,0.162,0.201,0.083,6.6,4.3
23.0,7.3,7.2,3.2,9.6,31.0,165,3.000,1.891,0.320,0.231,0.081,3.3,4.0
30.5,7.6,9.6,4.2,9.3,9.4,216,1.291,0.528,0.065,0.153,0.087,29.7,4.2
23.3,7.2,8.5,0.9,5.7,9.2,197,2.569,2.151,0.151,0.094,0.055,3.3,2.2
19.8,7.4,8.6,4.2,8.1,12.4,240,2.521,1.919,0.004,0.112,0.072,9.7,6.2
11.8,8.4,11.4,4.2,4.0,3.7,241,3.283,2.805,0.050,0.114,0.109,3.6,2.1
12.3,7.7,10.3,2.2,7.2,22.4,286,3.548,2.778,0.439,0.084,0.076,35.9,3.0
3.8,7.4,13.5,1.2,4.0,2.6,237,2.931,2.491,0.114,0.038,0.028,1.0,1.9
3.2,7.9,12.1,1.5,4.3,6.7,246,3.393,2.921,0.045,0.055,0.032,5.9,2.2
10.2,7.5,11.1,1.7,5.1,4.6,255,2.966,1.959,0.153,0.112,0.045,12.4,2.7
11.4,8.2,13.0,3.2,4.4,14.7,250,1.897,1.407,0.099,0.134,0.072,20.0,3.0
19.0,8.1,11.1,3.0,8.4,10.0,257,1.667,1.022,0.127,0.114,0.058,32.2,3.8
22.8,7.3,8.2,1.8,7.0,12.2,190,2.155,1.395,0.291,0.149,0.086,5.3,4.4
24.3,7.6,6.7,2.3,9.3,12.9,224,3.662,2.638,0.358,0.213,0.148,5.5,4.8
30.6,8.5,11.2,4.4,9.9,14.6,221,1.274,0.404,0.050,0.241,0.053,58.8,3.8
25.0,7.9,7.5,0.9,5.9,7.1,184,2.560,1.035,0.039,0.109,0.038,6.7,3.0
19.0,7.9,8.7,0.5,5.1,7.6,200,3.263,2.826,0.109,0.093,0.090,5.3,2.1
14.5,7.5,9.9,2.9,3.3,10.6,242,3.466,2.942,0.157,0.126,0.060,3.4,2.5
5.1,8.0,13.5,2.8,6.5,6.3,280,3.602,2.949,0.057,0.087,0.051,16.3,3.3
5.8,7.8,11.7,1.2,7.0,4.9,207,4.205,3.920,0.200,0.102,0.075,2.1,4.1
6.7,7.7,12.3,0.4,4.0,2.7,245,3.528,3.254,0.069,0.071,0.046,6.6,2.5
6.5,7.9,12.0,0.9,3.4,7.8,244,3.034,2.767,0.090,0.061,0.040,8.3,2.5
15.3,8.3,11.7,2.1,6.3,10.7,229,2.370,1.978,0.030,0.108,0.044,18.5,3.1
22.9,8.0,9.1,1.2,7.9,6.8,218,1.880,1.278,0.208,0.103,0.077,7.6,4.2
20.7,7.1,7.3,3.2,7.8,34.5,183,2.120,1.307,0.236,0.210,0.126,11.1,4.6
22.3,7.0,7.6,4.2,9.5,22.8,210,3.642,2.461,0.482,0.309,0.217,17.9,6.8
25.8,7.3,7.7,1.7,4.8,26.1,166,2.878,2.516,0.071,0.163,0.111,7.4,3.2
21.2,7.1,8.3,4.1,6.8,7.7,130,3.013,2.018,0.398,0.254,0.177,7.4,4.0
19.0,7.2,8.2,3.2,4.3,6.1,252,3.347,3.106,0.136,0.122,0.110,7.0,2.9
12.5,7.8,11.2,1.7,2.9,7.6,263,3.361,3.222,0.062,0.070,0.061,8.3,2.4
6.6,7.8,13.3,1.2,3.0,8.0,320,3.744,3.546,0.049,0.168,0.091,5.0,1.8
2.8,7.5,14.7,2.3,5.2,5.1,350,4.886,4.205,0.277,0.139,0.080,17.4,4.2
4.9,7.4,13.3,2.3,4.9,5.4,277,3.990,3.474,0.072,0.168,0.033,27.0,3.4
7.3,7.4,12.1,4.3,10.9,43.7,203,4.854,3.880,0.498,0.329,0.194,22.6,6.4
13.1,7.3,9.6,2.4,6.7,25.1,245,4.639,3.416,0.408,0.251,0.092,16.6,4.6
16.6,7.4,8.3,5.5,12.7,24.9,218,5.766,3.194,1.116,0.532,0.482,15.4,9.0
21.5,7.0,7.5,2.7,8.5,22.4,189,2.175,1.617,0.070,0.213,0.126,9.0,5.1
25.0,7.4,7.3,1.4,7.6,16.6,185,1.637,1.150,0.067,0.206,0.095,5.8,5.0
26.4,7.4,7.5,4.7,9.0,22.0,169,1.973,1.454,0.058,0.349,0.126,38.0,3.5
23.4,7.3,7.8,4.2,9.5,24.8,169,2.740,1.219,0.955,0.462,0.265,5.9,4.7
24.3,7.8,8.4,1.6,5.3,10.2,283,2.465,2.068,0.048,0.194,0.102,13.9,1.9
15.1,8.1,11.3,2.2,4.6,7.1,325,2.902,2.704,0.064,0.155,0.097,9.3,2.7
8.5,7.6,12.3,1.6,5.1,10.4,294,3.395,2.751,0.059,0.143,0.093,8.8,3.5
5.1,8.4,14.9,1.9,4.2,5.0,317,3.899,3.588,0.005,0.107,0.039,9.6,2.7
2.9,8.4,16.2,3.3,5.6,6.2,285,3.879,3.642,0.076,0.140,0.060,26.6,3.8
6.6,8.4,15.9,4.5,7.3,18.2,279,3.779,3.166,0.022,0.089,0.029,21.0,4.9
13.3,8.4,12.4,3.6,8.6,24.2,255,3.428,3.038,0.031,0.098,0.052,49.6,4.3
19.9,7.8,9.3,2.0,6.0,10.8,227,1.837,1.457,0.043,0.171,0.141,5.2,4.1
21.9,6.9,7.5,2.8,9.1,22.3,200,2.724,1.798,0.335,0.229,0.179,11.2,5.8
27.5,7.2,6.7,2.1,7.2,15.8,182,1.104,0.912,0.081,0.151,0.124,2.0,5.1
27.4,7.1,6.7,1.7,6.0,8.5,193,0.959,0.691,0.009,0.101,0.070,12.8,3.7
24.1,7.4,8.7,1.1,5.1,7.4,260,2.268,1.834,0.006,0.068,0.050,31.1,3.5
17.1,7.8,11.6,0.8,5.4,8.3,274,2.192,1.969,0.035,0.124,0.074,13.8,3.0
14.9,8.5,13.1,1.6,4.4,8.5,313,2.027,1.820,0.004,0.129,0.036,23.0,2.8
3.9,7.8,13.9,1.3,5.4,9.5,317,2.794,2.375,0.057,0.110,0.065,10.9,3.3
0.7,7.6,15.8,1.5,5.3,2.7,366,4.493,4.256,0.086,0.097,0.079,2.2,3.6
4.5,7.6,13.8,1.9,5.1,6.0,310,4.072,3.572,0.071,0.112,0.049,13.9,2.7
10.8,8.4,12.8,2.8,5.2,10.7,332,3.332,3.104,0.042,0.093,0.050,14.7,4.0
14.4,7.7,9.9,2.4,7.9,16.2,284,4.272,3.974,0.224,0.188,0.152,17.1,4.8
18.4,8.3,15.3,7.5,10.6,17.7,302,1.478,0.804,0.005,0.120,0.019,138.3,7.3
23.0,7.6,7.4,3.3,8.3,22.5,216,2.391,1.309,0.108,0.160,0.118,8.2,6.3
24.1,7.2,7.9,1.6,5.2,23.3,143,2.519,2.194,0.049,0.150,0.123,5.5,3.2
26.2,7.9,6.7,3.7,7.5,17.9,125,1.592,1.043,0.504,0.120,0.007,4.5,3.8
29.1,7.8,7.9,1.9,5.4,6.8,223,2.172,1.820,0.005,0.126,0.112,13.9,3.5
18.5,8.7,8.8,1.4,4.3,6.2,235,2.480,2.140,0.087,0.115,0.081,4.2,2.8
1.6,6.8,13.5,1.1,3.4,4.3,239,3.492,3.300,0.000,0.033,0.021,4.7,1.0
3.2,6.8,11.2,3.0,4.8,16.7,185,3.416,3.073,0.307,0.018,0.014,4.6,2.2
