WT,pH,EC,DO,BOD,COD,SS,TN,TP,TOC,Flowrate,
17.8 ,7.6 ,168 ,10.2 ,2.4 ,5.7 ,39.6 ,2.506 ,0.112 ,3.2 ,4.453 ,
17.9 ,7.4 ,155 ,8.9 ,4.3 ,11.7 ,25.0 ,3.012 ,0.234 ,5.4 ,23.305 ,
22.1 ,7.6 ,168 ,9.8 ,1.5 ,4.7 ,17.8 ,1.917 ,0.057 ,2.2 ,2.874 ,
21.2 ,7.8 ,168 ,9.2 ,1.6 ,5.4 ,22.4 ,1.745 ,0.070 ,2.9 ,2.510 ,
24.3 ,7.6 ,166 ,9.0 ,1.8 ,5.6 ,28.0 ,1.667 ,0.078 ,2.8 ,3.229 ,
26.6 ,7.6 ,190 ,8.6 ,1.4 ,4.4 ,9.7 ,1.977 ,0.074 ,2.7 ,2.704 ,
25.4 ,7.3 ,173 ,8.8 ,1.4 ,4.8 ,11.2 ,1.556 ,0.062 ,3.1 ,3.371 ,
22.6 ,7.1 ,136 ,8.8 ,1.1 ,3.7 ,9.0 ,2.051 ,0.053 ,1.9 ,8.292 ,
20.1 ,6.9 ,110 ,9.4 ,1.3 ,4.4 ,24.8 ,2.025 ,0.066 ,2.4 ,12.836 ,
25.4 ,7.0 ,176 ,8.4 ,1.1 ,3.9 ,7.4 ,1.847 ,0.057 ,2.3 ,3.565 ,
29.1 ,8.4 ,171 ,11.2 ,1.3 ,4.3 ,8.2 ,1.252 ,0.064 ,2.3 ,2.338 ,
28.5 ,8.2 ,220 ,10.5 ,1.0 ,4.4 ,6.6 ,1.228 ,0.072 ,2.6 ,1.183 ,
25.9 ,8.0 ,178 ,9.7 ,1.3 ,3.5 ,5.8 ,1.408 ,0.053 ,2.2 ,2.090 ,
23.4 ,7.9 ,174 ,9.6 ,0.8 ,3.4 ,9.6 ,1.748 ,0.063 ,2.4 ,2.342 ,
23.3 ,8.1 ,222 ,10.8 ,0.9 ,3.0 ,2.8 ,1.486 ,0.047 ,2.0 ,1.369 ,
20.0 ,7.6 ,181 ,8.5 ,7.9 ,13.4 ,145.3 ,2.970 ,0.460 ,10.0 ,10.248 ,
17.8 ,7.9 ,231 ,11.5 ,0.4 ,2.4 ,4.4 ,2.000 ,0.060 ,1.5 ,1.398 ,
17.8 ,8.2 ,242 ,12.4 ,0.7 ,2.7 ,2.0 ,2.200 ,0.039 ,1.5 ,0.828 ,
12.8 ,8.0 ,239 ,13.8 ,0.7 ,2.6 ,0.6 ,2.137 ,0.028 ,1.4 ,0.699 ,
14.2 ,8.0 ,242 ,12.2 ,0.4 ,3.1 ,0.6 ,2.056 ,0.025 ,1.3 ,0.837 ,
9.9 ,7.7 ,246 ,13.2 ,0.9 ,3.7 ,1.0 ,2.274 ,0.048 ,2.0 ,1.011 ,
7.4 ,8.2 ,254 ,14.3 ,0.3 ,3.1 ,1.2 ,2.620 ,0.022 ,1.4 ,0.647 ,
7.7 ,7.5 ,232 ,11.7 ,7.8 ,14.2 ,70.0 ,3.668 ,0.336 ,10.5 ,3.099 ,
7.3 ,8.2 ,251 ,13.8 ,0.4 ,2.9 ,1.2 ,2.775 ,0.032 ,1.6 ,0.856 ,
5.1 ,7.7 ,255 ,13.4 ,0.9 ,2.9 ,0.8 ,2.869 ,0.028 ,1.6 ,0.697 ,
2.3 ,7.6 ,228 ,15.5 ,0.3 ,2.4 ,1.8 ,5.207 ,0.034 ,1.4 ,0.626 ,
1.5 ,7.9 ,228 ,15.8 ,0.6 ,3.3 ,1.6 ,2.872 ,0.023 ,1.4 ,0.645 ,
1.2 ,7.2 ,228 ,15.3 ,0.5 ,2.7 ,2.2 ,3.076 ,0.029 ,1.4 ,0.564 ,
1.6 ,7.6 ,228 ,13.5 ,0.6 ,3.4 ,1.0 ,2.780 ,0.035 ,1.6 ,0.583 ,
4.7 ,7.4 ,248 ,12.8 ,1.1 ,3.6 ,1.0 ,3.253 ,0.039 ,1.9 ,0.524 ,
6.7 ,7.3 ,242 ,13.6 ,0.4 ,3.2 ,1.2 ,3.006 ,0.034 ,1.6 ,0.408 ,
5.8 ,7.4 ,238 ,14.3 ,1.1 ,3.3 ,2.2 ,2.942 ,0.034 ,1.7 ,0.439 ,
8.9 ,7.8 ,252 ,13.7 ,1.1 ,3.4 ,1.4 ,2.806 ,0.044 ,1.8 ,0.386 ,
5.4 ,7.5 ,258 ,15.3 ,0.9 ,3.2 ,1.4 ,2.602 ,0.033 ,1.8 ,0.422 ,
15.9 ,8.0 ,233 ,13.4 ,1.6 ,4.5 ,4.6 ,2.645 ,0.045 ,2.4 ,0.651 ,
12.9 ,7.9 ,222 ,13.5 ,1.3 ,3.4 ,2.4 ,2.420 ,0.038 ,2.0 ,0.589 ,
19.3 ,8.4 ,192 ,14.0 ,1.0 ,4.1 ,6.8 ,2.177 ,0.047 ,2.3 ,1.037 ,
13.2 ,8.0 ,203 ,12.7 ,1.6 ,3.8 ,4.8 ,2.151 ,0.032 ,2.3 ,0.679 ,
19.1 ,8.2 ,216 ,14.6 ,1.6 ,5.1 ,7.0 ,1.430 ,0.043 ,2.5 ,0.498 ,
18.4 ,8.2 ,232 ,13.9 ,1.7 ,4.6 ,6.2 ,2.793 ,0.039 ,2.7 ,0.575 ,
21.5 ,7.6 ,190 ,10.3 ,2.4 ,5.7 ,21.0 ,2.107 ,0.114 ,3.3 ,1.629 ,
21.1 ,7.8 ,213 ,11.4 ,2.3 ,7.1 ,24.3 ,2.121 ,0.097 ,4.0 ,1.539 ,
22.0 ,7.3 ,192 ,9.6 ,2.2 ,7.5 ,44.5 ,1.935 ,0.116 ,4.7 ,2.334 ,
23.4 ,7.3 ,212 ,9.1 ,1.8 ,5.4 ,19.0 ,1.490 ,0.090 ,3.4 ,1.069 ,
23.6 ,7.4 ,194 ,8.7 ,1.4 ,5.9 ,22.2 ,1.869 ,0.085 ,3.7 ,1.182 ,
23.6 ,7.4 ,195 ,8.3 ,3.6 ,9.2 ,55.5 ,1.900 ,0.173 ,6.3 ,8.803 ,
27.7 ,7.6 ,252 ,10.4 ,1.1 ,5.7 ,9.3 ,1.006 ,0.082 ,3.0 ,0.985 ,
29.2 ,7.6 ,249 ,10.1 ,0.9 ,4.6 ,6.8 ,0.903 ,0.075 ,3.4 ,0.578 ,
31.0 ,8.2 ,251 ,12.3 ,1.2 ,3.7 ,5.2 ,0.624 ,0.058 ,2.8 ,0.167 ,
29.7 ,7.9 ,232 ,11.0 ,1.5 ,4.5 ,10.8 ,0.835 ,0.079 ,2.5 ,0.315 ,
21.6 ,7.6 ,175 ,8.1 ,5.0 ,14.6 ,128.7 ,2.959 ,0.386 ,5.7 ,14.341 ,
24.6 ,7.5 ,233 ,9.2 ,0.8 ,3.7 ,6.0 ,2.058 ,0.054 ,2.1 ,2.273 ,
23.3 ,7.4 ,238 ,10.8 ,0.5 ,3.8 ,3.4 ,1.599 ,0.051 ,2.0 ,1.405 ,
23.9 ,7.2 ,225 ,11.7 ,1.5 ,4.2 ,3.4 ,1.445 ,0.060 ,2.6 ,1.639 ,
20.8 ,7.7 ,241 ,11.4 ,1.3 ,3.1 ,2.6 ,1.219 ,0.055 ,2.4 ,0.584 ,
18.8 ,8.3 ,244 ,12.5 ,1.3 ,2.9 ,2.2 ,1.498 ,0.031 ,1.7 ,0.807 ,
17.8 ,8.4 ,256 ,13.9 ,0.7 ,3.1 ,1.2 ,1.603 ,0.037 ,2.1 ,0.708 ,
14.6 ,7.5 ,292 ,9.7 ,1.3 ,3.1 ,2.2 ,2.008 ,0.040 ,2.0 ,0.939 ,
14.4 ,8.0 ,226 ,10.9 ,0.6 ,3.0 ,3.2 ,2.577 ,0.036 ,1.7 ,1.499 ,
10.1 ,7.7 ,171 ,11.2 ,0.9 ,4.0 ,2.2 ,2.811 ,0.040 ,2.0 ,4.429 ,
11.6 ,8.2 ,219 ,11.8 ,1.6 ,4.6 ,3.0 ,1.789 ,0.040 ,2.8 ,1.476 ,
9.6 ,8.3 ,244 ,14.2 ,1.0 ,2.5 ,0.8 ,2.347 ,0.018 ,1.5 ,1.037 ,
10.0 ,7.9 ,262 ,13.0 ,2.9 ,6.5 ,6.2 ,2.722 ,0.077 ,4.1 ,1.622 ,
7.4 ,7.5 ,276 ,12.0 ,2.0 ,5.4 ,4.2 ,2.432 ,0.056 ,3.6 ,1.384 ,
3.7 ,8.4 ,237 ,15.9 ,0.9 ,2.3 ,0.8 ,2.554 ,0.016 ,1.4 ,0.907 ,
2.8 ,7.4 ,236 ,15.2 ,0.3 ,2.2 ,1.2 ,2.654 ,0.016 ,1.4 ,0.600 ,
3.3 ,7.7 ,219 ,14.4 ,0.7 ,2.6 ,0.4 ,3.127 ,0.010 ,1.4 ,0.449 ,
3.0 ,7.2 ,211 ,16.6 ,0.6 ,2.6 ,0.4 ,2.660 ,0.011 ,1.5 ,0.609 ,
5.0 ,7.5 ,239 ,14.9 ,2.2 ,3.6 ,1.2 ,2.876 ,0.030 ,2.2 ,0.686 ,
3.2 ,7.4 ,240 ,14.9 ,0.6 ,2.7 ,0.6 ,2.570 ,0.014 ,1.6 ,0.574 ,
5.4 ,7.7 ,247 ,15.6 ,0.7 ,2.9 ,1.0 ,2.711 ,0.018 ,1.8 ,0.547 ,
6.6 ,7.7 ,214 ,13.7 ,0.7 ,3.4 ,3.2 ,3.152 ,0.028 ,1.9 ,0.717 ,
9.0 ,7.5 ,233 ,13.2 ,1.4 ,3.6 ,3.8 ,2.563 ,0.026 ,1.9 ,0.642 ,
11.1 ,7.9 ,222 ,13.5 ,1.2 ,4.1 ,2.0 ,2.163 ,0.020 ,1.6 ,0.533 ,
8.1 ,7.5 ,129 ,13.4 ,2.7 ,3.6 ,5.0 ,2.609 ,0.018 ,1.9 ,4.938 ,
11.3 ,7.8 ,187 ,12.8 ,1.1 ,4.0 ,4.2 ,1.958 ,0.027 ,2.1 ,1.575 ,
9.9 ,7.4 ,125 ,12.8 ,0.7 ,3.9 ,3.6 ,2.369 ,0.016 ,1.8 ,4.569 ,
20.5 ,8.2 ,177 ,13.5 ,2.2 ,4.8 ,6.4 ,1.307 ,0.023 ,2.5 ,1.830 ,
17.7 ,7.4 ,189 ,11.4 ,1.7 ,5.1 ,6.8 ,1.319 ,0.035 ,2.5 ,0.728 ,
20.2 ,7.7 ,182 ,11.5 ,1.7 ,5.4 ,8.0 ,1.329 ,0.055 ,3.7 ,0.906 ,
19.8 ,8.1 ,206 ,10.3 ,2.2 ,6.8 ,23.4 ,2.523 ,0.091 ,4.5 ,1.936 ,
21.7 ,8.1 ,196 ,10.0 ,1.2 ,6.7 ,13.8 ,1.822 ,0.082 ,4.0 ,1.414 ,
22.6 ,8.2 ,180 ,9.9 ,1.7 ,6.4 ,17.8 ,1.526 ,0.097 ,4.3 ,1.320 ,
22.5 ,8.0 ,203 ,10.4 ,3.1 ,6.0 ,10.4 ,1.200 ,0.092 ,4.0 ,0.493 ,
28.3 ,8.2 ,214 ,8.9 ,2.6 ,7.9 ,16.8 ,1.453 ,0.101 ,5.4 ,0.869 ,
24.5 ,8.0 ,208 ,9.4 ,1.8 ,7.2 ,14.0 ,1.477 ,0.069 ,5.4 ,1.411 ,
23.3 ,7.7 ,243 ,8.8 ,1.5 ,4.5 ,5.0 ,0.767 ,0.045 ,3.2 ,0.333 ,
23.5 ,7.5 ,219 ,8.5 ,1.5 ,6.2 ,12.8 ,1.163 ,0.083 ,3.9 ,1.901 ,
24.7 ,8.1 ,208 ,9.0 ,1.4 ,4.4 ,7.6 ,1.315 ,0.051 ,2.6 ,1.157 ,
27.1 ,7.9 ,229 ,9.4 ,3.2 ,5.8 ,11.2 ,0.632 ,0.069 ,3.6 ,0.940 ,
23.3 ,7.5 ,231 ,10.6 ,1.2 ,4.6 ,3.2 ,0.561 ,0.045 ,2.4 ,0.898 ,
24.7 ,7.1 ,281 ,9.3 ,0.5 ,3.8 ,1.6 ,0.779 ,0.040 ,1.6 ,0.116 ,
24.0 ,8.4 ,236 ,9.5 ,0.9 ,4.2 ,2.2 ,0.698 ,0.050 ,2.2 ,0.661 ,
23.9 ,8.7 ,245 ,10.7 ,0.9 ,4.0 ,6.8 ,0.458 ,0.030 ,2.2 ,0.450 ,
23.9 ,8.0 ,294 ,11.4 ,0.7 ,3.7 ,1.8 ,0.679 ,0.029 ,1.8 ,0.138 ,
19.6 ,8.2 ,277 ,11.2 ,1.3 ,4.3 ,1.6 ,0.557 ,0.033 ,2.0 ,0.532 ,
17.7 ,8.6 ,269 ,12.5 ,1.9 ,3.3 ,1.6 ,0.544 ,0.021 ,1.8 ,0.319 ,
17.4 ,8.2 ,280 ,10.5 ,1.1 ,4.2 ,4.4 ,0.675 ,0.025 ,1.9 ,0.264 ,
15.4 ,8.2 ,271 ,11.8 ,1.1 ,3.7 ,3.8 ,0.627 ,0.025 ,2.1 ,0.423 ,
10.8 ,8.0 ,279 ,15.2 ,0.9 ,2.9 ,1.8 ,0.842 ,0.014 ,1.7 ,0.250 ,
14.3 ,8.2 ,280 ,11.6 ,0.9 ,4.3 ,3.4 ,1.104 ,0.023 ,2.5 ,0.511 ,
12.9 ,7.5 ,280 ,11.7 ,1.0 ,4.5 ,2.0 ,1.331 ,0.029 ,2.6 ,0.869 ,
11.3 ,7.7 ,270 ,12.0 ,0.8 ,4.3 ,3.2 ,1.735 ,0.035 ,2.4 ,1.028 ,
5.9 ,8.0 ,268 ,14.1 ,0.8 ,3.3 ,0.6 ,1.868 ,0.013 ,1.5 ,0.652 ,
8.1 ,8.0 ,259 ,15.1 ,0.7 ,2.9 ,0.8 ,2.057 ,0.012 ,1.3 ,0.537 ,
1.6 ,8.0 ,279 ,16.4 ,0.3 ,2.8 ,0.8 ,2.127 ,0.014 ,1.4 ,0.346 ,
0.8 ,8.3 ,298 ,17.8 ,0.4 ,2.7 ,0.6 ,2.182 ,0.008 ,1.5 ,0.241 ,
3.3 ,8.1 ,302 ,17.1 ,1.4 ,3.0 ,2.2 ,2.343 ,0.011 ,1.8 ,0.247 ,
1.6 ,7.9 ,292 ,16.8 ,0.6 ,3.3 ,2.0 ,2.238 ,0.012 ,1.6 ,0.277 ,
3.0 ,8.1 ,270 ,15.6 ,0.7 ,4.7 ,1.6 ,2.387 ,0.018 ,2.6 ,0.579 ,
4.3 ,7.2 ,250 ,15.1 ,0.7 ,3.4 ,1.8 ,2.301 ,0.012 ,1.9 ,0.376 ,
8.4 ,8.0 ,206 ,13.9 ,1.3 ,4.5 ,3.0 ,3.465 ,0.022 ,2.9 ,1.714 ,
7.7 ,7.4 ,238 ,13.8 ,1.4 ,3.1 ,2.4 ,2.714 ,0.016 ,1.7 ,0.808 ,
15.5 ,8.5 ,253 ,12.3 ,1.8 ,3.9 ,2.2 ,1.692 ,0.014 ,2.2 ,0.506 ,
12.4 ,8.1 ,255 ,13.1 ,1.2 ,3.8 ,2.8 ,1.316 ,0.019 ,1.9 ,0.396 ,
17.1 ,8.8 ,262 ,11.9 ,1.6 ,4.7 ,3.2 ,1.109 ,0.014 ,3.0 ,0.425 ,
14.5 ,8.2 ,221 ,11.7 ,1.1 ,4.3 ,3.4 ,1.365 ,0.020 ,2.2 ,0.809 ,
14.5 ,7.8 ,175 ,10.6 ,1.8 ,5.0 ,7.8 ,2.878 ,0.027 ,2.8 ,4.803 ,
16.6 ,8.0 ,188 ,10.8 ,1.3 ,4.4 ,5.6 ,2.131 ,0.019 ,2.4 ,2.712 ,
20.0 ,8.0 ,209 ,10.2 ,1.8 ,5.0 ,7.2 ,1.838 ,0.026 ,3.0 ,1.173 ,
18.2 ,8.0 ,232 ,9.2 ,2.1 ,7.0 ,23.6 ,2.259 ,0.081 ,4.3 ,2.260 ,
20.4 ,7.3 ,235 ,9.4 ,2.1 ,6.9 ,16.8 ,2.095 ,0.047 ,4.9 ,1.808 ,
22.0 ,7.7 ,254 ,8.9 ,1.3 ,6.6 ,7.8 ,1.703 ,0.050 ,4.7 ,0.595 ,
28.1 ,7.6 ,312 ,9.3 ,2.0 ,7.2 ,7.2 ,0.867 ,0.067 ,5.1 ,0.174 ,
28.4 ,8.2 ,294 ,8.5 ,1.7 ,6.0 ,5.6 ,0.816 ,0.060 ,4.2 ,0.303 ,
26.0 ,7.6 ,264 ,8.2 ,1.8 ,5.1 ,4.4 ,0.807 ,0.033 ,3.5 ,0.512 ,
19.5 ,7.1 ,121 ,7.9 ,1.6 ,8.5 ,19.6 ,2.510 ,0.085 ,6.0 ,59.788 ,
24.3 ,7.2 ,175 ,8.1 ,1.2 ,4.0 ,12.4 ,3.059 ,0.059 ,2.6 ,7.838 ,
24.8 ,7.1 ,158 ,8.5 ,1.0 ,4.1 ,6.8 ,2.600 ,0.028 ,2.6 ,6.449 ,
30.9 ,8.2 ,275 ,7.8 ,1.4 ,4.6 ,4.0 ,0.957 ,0.055 ,3.2 ,0.330 ,
29.8 ,7.9 ,223 ,7.8 ,1.6 ,5.4 ,2.8 ,1.477 ,0.081 ,3.7 ,1.063 ,
25.8 ,7.5 ,262 ,8.2 ,0.3 ,4.0 ,2.7 ,1.179 ,0.041 ,2.9 ,0.967 ,
21.3 ,6.9 ,208 ,8.5 ,0.8 ,5.4 ,4.0 ,1.668 ,0.060 ,3.8 ,2.950 ,
22.6 ,7.3 ,248 ,8.7 ,1.0 ,4.5 ,3.6 ,1.471 ,0.042 ,2.6 ,1.410 ,
22.7 ,8.4 ,268 ,8.5 ,0.3 ,3.0 ,0.8 ,1.284 ,0.026 ,1.8 ,0.825 ,
17.6 ,7.9 ,217 ,10.0 ,0.3 ,3.2 ,1.4 ,1.973 ,0.028 ,1.9 ,1.701 ,
18.8 ,8.0 ,255 ,9.4 ,0.8 ,3.0 ,1.4 ,1.675 ,0.026 ,1.7 ,0.867 ,
15.2 ,8.1 ,266 ,9.9 ,0.8 ,3.4 ,4.8 ,1.581 ,0.035 ,2.1 ,1.228 ,
13.7 ,8.5 ,264 ,12.5 ,0.4 ,2.8 ,1.2 ,1.688 ,0.023 ,1.7 ,0.677 ,
12.4 ,8.2 ,264 ,12.0 ,0.4 ,2.6 ,0.8 ,1.586 ,0.015 ,1.5 ,0.504 ,
10.2 ,8.3 ,287 ,12.4 ,0.6 ,3.0 ,0.8 ,1.748 ,0.013 ,1.9 ,0.544 ,
6.9 ,7.9 ,286 ,14.9 ,0.5 ,2.8 ,1.6 ,2.000 ,0.014 ,1.7 ,0.486 ,
6.4 ,8.3 ,288 ,14.2 ,0.7 ,3.0 ,0.8 ,1.976 ,0.012 ,1.7 ,0.414 ,
6.2 ,7.8 ,253 ,12.7 ,0.5 ,3.1 ,1.0 ,2.220 ,0.016 ,1.8 ,0.731 ,
2.5 ,8.1 ,256 ,14.0 ,0.7 ,2.8 ,0.6 ,2.352 ,0.013 ,1.7 ,0.595 ,
4.6 ,7.7 ,259 ,14.1 ,1.1 ,3.0 ,1.4 ,2.331 ,0.014 ,1.9 ,0.498 ,
6.4 ,8.2 ,278 ,12.3 ,0.9 ,3.4 ,1.2 ,2.154 ,0.013 ,2.0 ,0.422 ,
6.4 ,7.8 ,279 ,12.3 ,2.6 ,6.4 ,10.8 ,3.390 ,0.076 ,4.4 ,1.108 ,
7.8 ,8.1 ,244 ,12.3 ,0.8 ,3.2 ,1.6 ,1.939 ,0.017 ,2.1 ,0.572 ,
13.1 ,8.2 ,255 ,11.4 ,1.2 ,3.8 ,2.8 ,1.652 ,0.014 ,2.2 ,0.431 ,
10.4 ,7.7 ,265 ,11.7 ,1.1 ,4.6 ,0.3 ,1.684 ,0.020 ,2.7 ,0.460 ,
17.6 ,8.3 ,248 ,10.6 ,1.2 ,5.1 ,0.4 ,1.318 ,0.018 ,2.6 ,0.575 ,
14.8 ,7.6 ,183 ,11.3 ,0.7 ,3.7 ,0.8 ,1.832 ,0.014 ,2.3 ,1.300 ,
17.8 ,8.0 ,221 ,10.9 ,1.4 ,5.0 ,2.0 ,1.859 ,0.035 ,3.3 ,1.670 ,
18.0 ,7.8 ,221 ,10.5 ,1.0 ,4.2 ,5.6 ,1.118 ,0.024 ,2.8 ,1.004 ,
17.7 ,7.9 ,311 ,10.2 ,1.9 ,7.9 ,5.6 ,2.573 ,0.071 ,5.9 ,0.151 ,
18.4 ,7.8 ,253 ,9.5 ,2.0 ,7.4 ,17.2 ,2.649 ,0.043 ,5.0 ,1.197 ,
23.3 ,7.9 ,252 ,9.3 ,1.9 ,7.6 ,17.2 ,2.341 ,0.058 ,5.6 ,1.561 ,
23.8 ,7.9 ,266 ,8.7 ,1.1 ,6.9 ,9.8 ,1.144 ,0.042 ,4.8 ,0.685 ,
23.4 ,7.6 ,263 ,9.1 ,1.7 ,7.4 ,13.0 ,1.294 ,0.058 ,5.8 ,0.942 ,
26.4 ,7.5 ,301 ,8.1 ,0.6 ,4.3 ,3.8 ,0.435 ,0.043 ,3.2 ,0.158 ,
25.7 ,7.8 ,279 ,8.2 ,1.7 ,9.0 ,19.0 ,1.298 ,0.122 ,7.6 ,1.713 ,
24.2 ,7.5 ,193 ,7.2 ,2.6 ,9.9 ,49.0 ,1.756 ,0.189 ,8.0 ,15.202 ,
24.3 ,7.5 ,155 ,8.3 ,0.9 ,4.8 ,17.6 ,2.499 ,0.060 ,3.7 ,16.182 ,
23.1 ,7.3 ,131 ,7.9 ,0.9 ,5.2 ,19.4 ,3.269 ,0.032 ,3.9 ,49.140 ,
21.6 ,7.6 ,128 ,8.6 ,0.5 ,5.4 ,14.2 ,2.309 ,0.066 ,3.8 ,26.913 ,
22.4 ,7.7 ,142 ,8.5 ,0.3 ,3.8 ,9.4 ,2.186 ,0.032 ,2.5 ,18.623 ,
25.1 ,8.0 ,173 ,8.7 ,0.6 ,4.5 ,7.8 ,2.214 ,0.042 ,2.6 ,6.347 ,
22.1 ,7.9 ,202 ,8.9 ,0.8 ,3.5 ,2.4 ,1.848 ,0.027 ,2.4 ,2.228 ,
24.1 ,7.6 ,184 ,8.5 ,0.8 ,4.8 ,6.6 ,1.601 ,0.051 ,3.2 ,3.338 ,
22.4 ,7.6 ,235 ,8.7 ,0.6 ,3.1 ,2.8 ,1.514 ,0.020 ,2.0 ,1.143 ,
24.4 ,7.9 ,267 ,9.2 ,0.6 ,3.3 ,2.8 ,1.434 ,0.022 ,1.9 ,0.817 ,
22.3 ,7.5 ,239 ,9.1 ,0.4 ,3.6 ,2.0 ,1.510 ,0.029 ,1.9 ,1.165 ,
19.7 ,7.8 ,259 ,11.2 ,0.7 ,3.3 ,1.0 ,1.585 ,0.023 ,1.8 ,0.932 ,
16.4 ,7.6 ,266 ,10.2 ,0.5 ,3.4 ,1.0 ,1.547 ,0.019 ,1.6 ,0.653 ,
14.1 ,7.8 ,240 ,11.7 ,0.6 ,3.2 ,1.2 ,1.830 ,0.012 ,1.7 ,0.527 ,
7.9 ,7.2 ,255 ,12.6 ,0.7 ,3.1 ,0.6 ,1.908 ,0.014 ,1.5 ,0.472 ,
8.0 ,7.5 ,281 ,13.3 ,0.8 ,3.4 ,0.8 ,2.298 ,0.015 ,1.4 ,0.468 ,
5.6 ,7.2 ,278 ,13.6 ,0.6 ,3.1 ,2.4 ,2.406 ,0.013 ,1.6 ,0.509 ,
3.6 ,7.6 ,283 ,15.4 ,0.3 ,3.0 ,0.8 ,2.614 ,0.009 ,1.9 ,0.419 ,
1.5 ,7.1 ,285 ,13.8 ,0.8 ,3.2 ,0.6 ,2.667 ,0.008 ,1.8 ,0.150 ,
3.4 ,7.5 ,284 ,14.0 ,0.7 ,3.1 ,0.3 ,2.554 ,0.010 ,1.6 ,0.381 ,
2.5 ,7.8 ,930 ,15.0 ,0.7 ,6.1 ,2.6 ,10.027 ,0.073 ,5.0 ,5.127 ,
4.1 ,7.8 ,965 ,13.0 ,1.3 ,6.4 ,4.3 ,9.280 ,0.084 ,5.3 ,16.906 ,
6.6 ,7.5 ,645 ,12.9 ,3.6 ,8.2 ,7.7 ,8.865 ,0.133 ,6.1 ,5.363 ,
1.9 ,7.7 ,735 ,13.8 ,1.7 ,7.1 ,2.9 ,7.556 ,0.076 ,5.1 ,6.438 ,
5.5 ,7.8 ,590 ,12.7 ,2.2 ,7.2 ,7.1 ,7.196 ,0.082 ,4.4 ,31.139 ,
4.0 ,7.4 ,520 ,14.3 ,1.2 ,6.0 ,2.6 ,8.152 ,0.061 ,4.0 ,21.655 ,
6.5 ,7.5 ,802 ,12.8 ,2.1 ,5.8 ,5.1 ,8.719 ,0.084 ,4.8 ,15.348 ,
7.8 ,7.7 ,797 ,14.3 ,2.4 ,7.8 ,5.4 ,8.917 ,0.088 ,4.9 ,17.726 ,
10.1 ,7.9 ,760 ,13.6 ,3.5 ,8.9 ,6.0 ,9.189 ,0.091 ,5.6 ,18.461 ,
12.2 ,8.3 ,584 ,13.7 ,6.4 ,10.4 ,12.8 ,6.129 ,0.110 ,5.9 ,26.896 ,
13.9 ,7.1 ,294 ,10.2 ,6.0 ,9.8 ,40.3 ,5.839 ,0.204 ,5.6 ,151.025 ,
12.6 ,7.5 ,685 ,11.0 ,2.7 ,7.3 ,6.6 ,6.526 ,0.085 ,4.6 ,27.962 ,
16.2 ,8.4 ,800 ,13.6 ,5.5 ,9.1 ,11.4 ,7.972 ,0.118 ,6.0 ,14.371 ,
13.2 ,7.5 ,422 ,10.8 ,2.7 ,7.9 ,8.0 ,5.550 ,0.105 ,5.3 ,52.568 ,
14.2 ,8.2 ,618 ,12.2 ,3.3 ,7.0 ,5.8 ,6.192 ,0.079 ,4.8 ,38.529 ,
16.3 ,7.5 ,843 ,8.5 ,7.6 ,9.0 ,12.8 ,7.965 ,0.222 ,7.5 ,34.077 ,
20.5 ,9.1 ,729 ,13.4 ,6.0 ,9.4 ,11.2 ,6.330 ,0.107 ,6.7 ,13.133 ,
23.7 ,9.0 ,717 ,13.8 ,7.4 ,11.9 ,12.2 ,5.528 ,0.122 ,6.4 ,31.042 ,
24.9 ,9.1 ,655 ,14.5 ,6.3 ,11.6 ,13.8 ,5.079 ,0.108 ,6.4 ,16.663 ,
21.7 ,7.5 ,689 ,7.9 ,6.4 ,11.3 ,22.0 ,5.922 ,0.248 ,7.2 ,59.048 ,
27.1 ,9.3 ,651 ,15.0 ,7.7 ,11.8 ,17.2 ,5.712 ,0.132 ,8.3 ,12.529 ,
23.5 ,8.8 ,684 ,10.0 ,5.4 ,10.5 ,17.8 ,4.932 ,0.155 ,7.1 ,18.275 ,
27.1 ,8.2 ,716 ,9.5 ,3.9 ,10.3 ,18.8 ,4.884 ,0.160 ,6.8 ,24.828 ,
26.8 ,8.9 ,624 ,12.4 ,4.7 ,10.3 ,15.0 ,5.056 ,0.139 ,6.7 ,28.107 ,
27.8 ,8.8 ,713 ,10.0 ,4.0 ,8.9 ,15.8 ,5.461 ,0.151 ,6.4 ,38.290 ,
27.0 ,7.5 ,294 ,6.6 ,1.9 ,6.9 ,7.4 ,5.931 ,0.162 ,4.7 ,109.927 ,
28.7 ,9.1 ,438 ,10.5 ,5.6 ,10.0 ,14.0 ,5.414 ,0.131 ,6.2 ,49.151 ,
29.1 ,8.9 ,530 ,9.1 ,5.8 ,8.8 ,13.4 ,5.472 ,0.125 ,5.8 ,31.523 ,
29.3 ,7.8 ,481 ,6.6 ,2.8 ,7.6 ,10.2 ,4.932 ,0.196 ,5.4 ,32.895 ,
32.7 ,8.7 ,438 ,11.1 ,4.3 ,9.0 ,10.4 ,4.956 ,0.176 ,5.9 ,31.265 ,
33.8 ,8.3 ,747 ,9.3 ,3.6 ,9.0 ,6.4 ,6.190 ,0.139 ,5.9 ,10.330 ,
27.7 ,7.4 ,429 ,6.7 ,1.5 ,7.4 ,5.4 ,5.222 ,0.200 ,4.9 ,35.695 ,
